d10/2,d100,CYPHER,DESCRIPTION,LEVEL,FORM,,,,,,,
4,36,Mind sled,"The user falls unconscious, and one round later, a luminous crystal bloodlessly emerges from her head (the crystal is not considered a cypher). When the crystal is touched by another creature, the consciousness of the user wakes in the body of that creature (and the host’s consciousness is temporarily submerged). For all intents and purposes, the user is the creature in all ways except personality. The user transfers back into her own body 28 hours later. If her body died in the meantime, there’s a chance that her consciousness will remain in the host body, but most often, her personality merely burns out.",1d6+2,Pill,Ingestible liquid,Injector,,,,,
4,37,Mini gate,"When activated, this device creates a tiny portal at the user’s wrist and another at a spot within long range that she can see. Her hand emerges from the second gate, allowing her to manipulate objects, attack with a light weapon, or pull a small object through the gate. The gate lasts for one round per cypher level.",1d6+2,Metal sphere,,,,,,,
4,38,Monoblade,"Produces a 15 cm blade that’s the same level as the cypher. The blade cuts through any material of a level lower than its own. If used as a weapon, it is a light weapon that ignores Armor of a level lower than its own. The blade lasts for ten minutes.",1d6+2,Injection into fingertip,Glove,Hilt,,,,,
4,39,Mood patch,"Once activated, the patch transfers a substance that makes the wearer feel an emotion, enter a particular state of mind, or forget something unpleasant. Roll d100:
01–25 Moods ranging from tranquil to ecstatic for one hour
26–50 Moods ranging from melancholy to suicidal for one hour
51–75 Completely truthful (1–3 on d6) or pathological liar (4–6 on d6) for one hour
76–00 Permanently erases one memory chosen by the wearer",1d6+2,Adhesive patch,,,,,,,
4,40,Motion sensor,"Indicates when any movement occurs within short range, or when large creatures or objects move within long range (the cypher distinguishes between the two). It also indicates the number and size of the creatures or objects in motion. Once activated, it operates for one hour per cypher level.",1d6+2,Injection into spine,Amulet,Disc affixed on surface,,,,,
4,41,Navigator daemon,"The user names a location or the coordinates of a location. The device projects a beam of light that creates a tiny, flying level 1 creature. It takes a minute for the creature to form, and then it wings off to lead the user to the stated destination. After 28 hours, the creature dissipates into motes of light that fade away, whether or not the user has reached the destination.",1d6+2,Small handheld device,,,,,,,
4,42,Nevermind,"The wearer’s mind can’t be telepathically sensed or contacted for 28 hours. If the wearer has telepathic abilities or psychic attacks, they’re inaccessible. On the other hand, during this period, defense rolls against all kinds of psychic and mental attacks are modified by two steps to the wearer’s benefit.",1d6+2,Pill,Ingestible liquid,Injectable liquid,Earring,Ring,Circlet,,
4,43,Numenera net,"Before this device can be activated, at least three cyphers must be activated within a short distance of it. Once this occurs, the net becomes charged for 28 hours. The next time the user uses an occultic cypher while in possession of the net, he can transfer energy from the net to the cypher so that the cypher can be used one additional time.",1d6+2,A square of fine mesh,,,,,,,
4,44,Personal environment shield,"Creates an aura of temperature and atmosphere that will sustain a human safely for 28 hours. The aura extends to 30 cm around the user (double that radius if the cypher is level 7 or higher). It does not protect against sudden flashes of temperature change (such as from a heat ray). A small number of these cyphers (1%) accommodate the preferred environment of a nonhuman, nonterrestrial creature.",1d6+2,Belt,Medallion,Ring,Handheld device,,,,
4,45,Phase disruptor,"Puts a portion of a physical structure (like a wall or floor) out of phase for one hour. It affects an area equal to one 1.5 m cube per cypher level. While the area is out of phase, creatures and objects can pass freely through it as if it were not there, although one cannot see through it, and it blocks light.",1d6+2,Complex device,Disc affixed to surface,Elaborate spray atomizer,,,,,
4,46,Photonic fabricator,"Creates one item of solidified light (user’s choice) anywhere within immediate range. The item cannot have moving pieces and must normally be made from a rigid material. For example, a user could create a broadsword, ladder, or shield, but not a backpack, buzzer, or bow. The item emits dim light in a short radius and lasts for 28 days before fading away.",1d6+2,Complex handheld device,,,,,,,
4,47,Photonic hand,"Creates a glowing copy of the user’s hand at a spot within range. The hand is 10 feet (3 m) tall and made from solid light. When activated, the hand attacks a target within immediate range of it. The hand inflicts 4 points of damage and prevents the target from moving for one minute. While held in this way, the target has +2 to Armor.",1d6+2,Wristband projector (long range),Handheld projector (long range),,,,,,
4,48,Piezoelectric engine,"Creates an invisible energy barrier in a short radius from the device that lasts for one hour. The barrier moves with the device. The barrier converts any sound that reaches it into light. Soft noises cause the barrier to emit very dim light out to a short distance, normal conversation produces dim light out to a short distance, and loud noises produce light out to a long distance.",1d6+2,Medallion,Headband with small mechanical disc,Handheld device,,,,,
4,49,Poison (emotion),"The victim feels a specific emotion for one hour.
01–20 Anger. Likely to attack anyone who disagrees with them. Very hard to interact with; all interaction tasks are hindered by two steps.
21–40 Fear. Flees in terror for one minute when threatened.
41–60 Lust. Cannot focus on any nonsexual activity.
61–75 Sadness. All tasks are hindered.
76–85 Complacency. Has no motivation. All tasks are hindered by two steps.
86–95 Joy. Easy to interact with in a pleasant manner; all pleasant interaction tasks are eased.
96–00 Love. Much easier to interact with; all interaction tasks are eased by two steps, but temporary attachment is likely.",1d6+2,Pill,Ingestible liquid,Lipstick,False fingertip,Ring with needle,Injector,,
